loss_train
0.012932573
0.009183396
0.0075163506
0.006876286
0.0076441076
0.007224819
0.0071780565
0.0067441855
0.0067217485
0.006347226
0.0065784217
0.0061251703
0.006435364
0.0060545425
0.0058812955
0.0058124484
0.005491492
0.0053886436
0.0055620964
0.005359069
0.0052555883
0.0053066122
0.0052392553
0.004793995
0.0051005958
0.0048458567
0.004758958
0.004639314
0.004796146
0.0048952773
0.004640548
0.0047461884
0.0042848387
0.0044501447
0.0046140854
0.004511745
0.004349827
0.0043798736
0.00407177
0.00436593
0.0042029964
0.004280205
0.0041250293
0.004066644
0.0038859742
0.003919566
0.003787302
0.0037581967
0.003994198
0.0039600735
0.0036382212
0.003701598
0.0038034038
0.003687986
0.003704337
0.0036156657
0.0035749073
0.0034990043
0.0034953975
0.0034503604
0.0034250414
0.0034863364
0.0034136681
0.0033243862
0.003383296
0.0033042345
0.0032743877
0.003425866
0.0033510209
0.0034798624
0.0033901893
0.0032195505
0.0032392456
0.0031186438
0.0031732696
0.0032620395
0.0030417903
0.003050218
0.0029779978
0.0030446837
0.003257651
0.0029321876
0.0029538483
0.002969971
0.00295496
0.0028515528
0.0030893974
0.0029148299
0.0028816753
0.0028337508
0.0028352835
0.002725288
0.0027598394
0.0027010962
0.002908528
0.0028534296
0.002614261
0.0027628075
0.002747664
0.0026324354
0.0026965193
0.0028497234
0.002624568
0.0027045002
0.0026315623
0.0025806194
0.0028126955
0.002586622
0.0025176932
0.0025208478
0.0023843753
0.0025869638
0.0023996814
0.0025509533
0.0023642154
0.0024204988
0.002396008
0.0024910588
0.0023830985
0.002388192
0.002713147
0.0025673045
0.0025491787
0.002447465
0.002477874
0.0026128346
0.002482023
0.0022696457
0.0022861282
0.0023320264
0.0022362485
0.0022014615
0.0022626715
0.0023307172
0.0022850086
0.002380629
0.0022867736
0.0021504278
0.0023122174
0.002131384
0.0022242488
0.0020885433
0.0021924318
0.0022959274
0.0023303821
0.002302866
0.0022160362
0.002182177
0.002315966
0.0022985372
0.0020815912
0.0022537156
0.0023150335
0.002165679
0.0020261751
0.0021109767
0.0019678895
0.0020056374
0.0021125383
0.002213522
0.002291178
0.002102975
0.002053138
0.0020467197
0.0019815715
0.0021222003
0.001986462
0.0018572449
0.0019316346
0.0022613464
0.0021436554
0.002119775
0.0020632131
0.0021745188
0.0021823489
0.0020678993
0.0019923747
0.0019928017
0.0018929134
0.0022589944
0.0020779576
0.002030746
0.002037212
0.0021000009
0.002119198
0.001957426
0.001840338
0.0018410896
0.0019191125
0.0019939437
0.0018526752
0.0017527557
0.00185338
0.001781178
0.0018258995
0.0020918038
0.0017437298
0.0019345402
0.0018828996
0.0016522248
0.00192231
0.0018550276
0.0019113669
0.0018631511
0.0017033872
0.0017282016
0.0017439106
0.0016436229
0.00169992
0.0018293948
0.001905794
0.0016897594
0.0017565563
0.0016480814
0.0016355974
0.0017232982
0.0017013168
0.0016593643
0.0015125676
0.0015666832
0.0015492658
0.0015408786
0.0015115936
0.0015790479
0.0014819738
0.001455306
0.0016664342
0.0014776393
0.001591417
0.0014472118
0.001504876
0.0015107578
0.0014470138
0.0014917844
0.0014044438
0.001382292
0.0017487387
0.0014531442
0.0016190434
0.0014907495
0.0015029727
0.001444968
0.0015035042
0.0015537998
0.0014797238
0.0015049306
0.0015954579
0.0014965406
0.0014475327
0.0015298111
0.0014634597
0.0014143538
0.0016599274
0.0014489954
0.001442149
0.0015655706
0.0016361758
0.0013974289
0.0016680656
0.0014172108
0.0014024099
0.0013618864
0.0015134134
0.0016078284
0.0014440757
0.0015290375
0.0013720676
0.0015764219
0.0014721291
0.0014134056
0.0013873961
0.001453935
0.0013225653
0.0015440508
0.0014353151
0.0013110805
0.0016680167
0.0015732779
0.0013375401
0.0014511945
0.0013654076
0.0013116326
0.0014016232
0.0014854404
0.0014209277
0.0014046873
0.001368307
0.0014587037
0.0015649091
0.0013728119
0.0015025453
0.0014149927
0.0014172851
0.0014654415
0.0014399
0.0013953253
0.0014449703
0.001420752
0.0014381564
0.0014357057
0.0014020925
0.0014267237
0.0014298365
0.0013546294
0.0013596419
0.001339561
0.0014344212
0.0013184011
0.0013982122
0.0013324076
0.0012842955
0.0016043768
0.0013442995
0.0012925834
0.0012856598
0.0014835339
0.0012825727
0.0013430528
0.0013080765
0.0013142827
0.0014181265
0.0015139495
0.001368866
0.0014332805
0.0013750274
0.0012908763
0.0014607477
0.001403603
0.0014931672
0.0015514542
0.0014043448
0.0013815127
0.0013303723
0.0013639374
0.0013261974
0.0014149712
0.0013837378
0.001364497
0.0015082618
0.0015021568
0.0013927832
0.0013919178
0.0014295042
0.0013445033
0.0013550909
0.001392995
0.0014058328
0.0014130586
0.0014516102
0.0013321888
0.001360133
0.0014539775
0.0012884475
0.0012861409
0.0014411121
0.0012893796
0.0013065906
0.0013605398
0.0013080825
0.0015046028
0.0012667711
0.0012976874
0.0013726535
0.001324312
0.0014904637
0.0014269587
0.0014448202
0.0014749193
0.0013164026
0.0013412246
0.0014756799
0.0014667007
0.001493272
0.0013743791
0.0013020969
0.0015000595
0.0014720052
0.0013485595
0.0013853868
0.0013479767
0.0013503395
0.0013242485
0.0013609052
